tx	gene_id	SRR29279085	SRR29279086	SRR29279087	SRR29279088	SRR29279093	SRR29279094	SRR29279095	SRR29279096	SRR29279101	SRR29279102	SRR29279103	SRR29279104	SRR29279109	SRR29279110	SRR29279111	SRR29279112	SRR29279117	SRR29279118	SRR29279119	SRR29279120	SRR29279125	SRR29279126	SRR29279127	SRR29279128	SRR29279133	SRR29279134	SRR29279135	SRR29279136	SRR29279141	SRR29279142	SRR29279143	SRR29279144	SRR29279149	SRR29279150	SRR29279151	SRR29279152	SRR29279157	SRR29279158	SRR29279159	SRR29279160	SRR29279161	SRR29279162	SRR29279163	SRR29279164	SRR29279165	SRR29279166	SRR29279167	SRR29279168	SRR29279169	SRR29279170	SRR29279171	SRR29279172	SRR29279173	SRR29279174	SRR29279175	SRR29279176	SRR29279177	SRR29279178	SRR29279179	SRR29279180
C7_00250C_A-T	C7_00250C_A	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314
C7_00260C_A-T	C7_00260C_A	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681	2681
C7_00270W_A-T	C7_00270W_A	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923	923
C7_00280W_A-T	C7_00280W_A	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331
C7_00290C_A-T	C7_00290C_A	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409	1409
C7_00300W_A-T	C7_00300W_A	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551
C7_00310C_A-T	C7_00310C_A	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587
C7_00320C_A-T	C7_00320C_A	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504	2504
C7_00330C_A-T	C7_00330C_A	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899
C7_00340C_A-T	C7_00340C_A	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666
C7_00350C_A-T	C7_00350C_A	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070
C7_00360W_A-T	C7_00360W_A	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764	764
C7_00370W_A-T	C7_00370W_A	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770
C7_00380W_A-T	C7_00380W_A	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569
C7_00390W_A-T	C7_00390W_A	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217
C7_00400W_A-T	C7_00400W_A	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872
C7_00410C_A-T	C7_00410C_A	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194	3194
C7_00420C_A-T	C7_00420C_A	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212
C7_00430W_A-T	C7_00430W_A	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511
C7_00440C_A-T	C7_00440C_A	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061	1061
C7_00450C_A-T	C7_00450C_A	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548	548
C7_00460W_A-T	C7_00460W_A	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473	473
C7_00470C_A-T	C7_00470C_A	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256
C7_00480W_A-T	C7_00480W_A	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295
C7_00490C_A-T	C7_00490C_A	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482
C7_00500W_A-T	C7_00500W_A	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221
C7_00510W_A-T	C7_00510W_A	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046
C7_00520W_A-T	C7_00520W_A	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026	3026
C7_00530C_A-T	C7_00530C_A	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284
C7_00540W_A-T	C7_00540W_A	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86	3.86
C7_00550C_A-T	C7_00550C_A	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150
C7_00560C_A-T	C7_00560C_A	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557	557
C7_00570W_A-T	C7_00570W_A	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251	3251
C7_00580C_A-T	C7_00580C_A	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431
C7_00590W_A-T	C7_00590W_A	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725
C7_00600C_A-T	C7_00600C_A	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106
C7_00610C_A-T	C7_00610C_A	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541	1541
C7_00620W_A-T	C7_00620W_A	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928	1928
C7_00630C_A-T	C7_00630C_A	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400
C7_00640C_A-T	C7_00640C_A	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082	77.082
C7_00650W_A-T	C7_00650W_A	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116
C7_00660W_A-T	C7_00660W_A	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766	1766
C7_00670C_A-T	C7_00670C_A	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152
C7_00680W_A-T	C7_00680W_A	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392	392
C7_00690W_A-T	C7_00690W_A	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554	554
C7_00700W_A-T	C7_00700W_A	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131
C7_00710W_A-T	C7_00710W_A	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377	9.377
C7_00720W_A-T	C7_00720W_A	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457
C7_00730W_A-T	C7_00730W_A	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272	272
C7_00740W_A-T	C7_00740W_A	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522	5522
C7_00750W_A-T	C7_00750W_A	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25	24.25
C7_00760C_A-T	C7_00760C_A	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260
C7_00770W_A-T	C7_00770W_A	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653	653
C7_00780W_A-T	C7_00780W_A	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045	2045
C7_00790W_A-T	C7_00790W_A	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985	1985
C7_00800C_A-T	C7_00800C_A	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293
C7_00810W_A-T	C7_00810W_A	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031	1031
C7_00820W_A-T	C7_00820W_A	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842
C7_00830C_A-T	C7_00830C_A	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057	2057
C7_00840C_A-T	C7_00840C_A	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981	2981
C7_00850W_A-T	C7_00850W_A	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762	2762
C7_00860W_A-T	C7_00860W_A	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455	455
C7_00870W_A-T	C7_00870W_A	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583
C7_00880C_A-T	C7_00880C_A	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507	2507
C7_00890C_A-T	C7_00890C_A	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539
C7_00900W_A-T	C7_00900W_A	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592
C7_00910C_A-T	C7_00910C_A	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932	932
C7_00920C_A-T	C7_00920C_A	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779
C7_00930W_A-T	C7_00930W_A	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453	2453
C7_00940W_A-T	C7_00940W_A	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859	1859
C7_00950W_A-T	C7_00950W_A	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587	587
C7_00960W_A-T	C7_00960W_A	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188
